PXLVAL,2018
"1","607"
"1","40702"
"1","45562"
"1","607"
"1","607"
"1","618428"
"1","1215"
"1","65609"
"1","607"
"1","79582"
"1","8505"
"1","3037"
"1","83226"
"1","431319"
"1","607"
"1","13972"
"1","7290"
"1","3645"
"1","1396018"
"1","1215"
"1","1822"
"1","607"
"1","607"
"1","607"
"1","36449"
"1","2430"
"1","1215"
"1","86263"
"1","11542"
"1","16402"
"1","1215"
"1","861418"
"1","607"
"1","1215"
"1","2669911"
"1","607"
"1","1215"
"1","607"
"1","1215"
"1","9999869"
"1","4860"
"1","607"
"1","1215"
"1","3037"
"1","7290"
"1","607"
"1","10935"
"1","29767"
"1","1215"
"1","1215"
"1","607"
"1","21262"
"1","607"
"1","607"
"1","607"
"1","607"
"1","1822"
"1","1173648"
"1","2430"
"1","4860"
"1","607"
"1","6075"
"1","7777015"
"1","4860"
"1","607"
"1","607"
"1","607"
"1","3037"
"1","607"
"1","607"
"1","607"
"1","607"
"1","11542"
"1","607"
"1","607"
"1","607"
"1","3037"
"1","607"
"1","607"
"1","5467"
"1","607"
"1","1822"
"1","607"
"1","4777168"
"1","2430"
"1","7897"
"1","31588"
"1","11542"
"1","607"
"1","3645"
"1","607"
"1","1215"
"1","2430"
"1","607"
"1","1215"
"1","1822"
"1","4252"
"1","607"
"1","607"
"1","607"
"1","607"
"1","1215"
"1","607"
"1","1215"
"1","607"
"1","5467"
"1","1215"
"1","607"
"1","607"
"1","7289"
"1","1215"
"1","607"
"1","8504"
"1","3037"
"1","29158"
"1","17009"
"1","3645"
"1","4252"
"1","607"
"1","607"
"1","17667591"
"1","2430"
"1","7897"
"1","1215"
"1","16401"
"1","1215"
"1","102052"
"1","4860"
"1","5467"
"1","1215"
"1","6075"
"1","3645"
"1","13364"
"1","117845"
"1","13971"
"1","3645"
"1","607"
"1","607"
"1","4252"
"1","3645"
"1","5467"
"1","4860"
"1","21801587"
"1","23083"
"1","2407921"
"1","368111"
"1","4252"
"1","1215"
"1","8504"
"1","12149"
"1","11703041"
"1","1249502"
"1","800601"
"1","43735"
"1","2430"
"1","1215"
"1","3849830"
"1","4860"
"1","1215"
"1","608"
"1","918577"
"1","608"
"1","81408"
"1","7898"
"1","608"
"1","222960"
"1","7290"
"1","52854"
"1","20656"
"1","1823"
"1","608"
"1","39489"
"1","3645"
"1","18833"
"1","38881"
"1","8505"
"1","608"
"1","608"
"1","40703"
"1","608"
"1","608"
"1","608"
"1","608"
"1","608"
"1","74724"
"1","608"
"1","7898"
"1","4860"
"1","608"
"1","17618"
"1","4253"
"1","608"
"1","1823"
"1","1215"
"1","608"
"1","608"
"1","608"
"1","608"
"1","608"
"1","529751"
"1","608"
"1","4253"
"1","1041885"
"1","31590"
"1","2430"
"1","608"
"1","608"
"1","1823"
"1","608"
"1","27945"
"1","5468"
"1","3645"
"1","3645"
"1","1215"
"1","2430"
"1","3645"
"1","608"
"1","20048"
"1","4560561"
"1","2430"
"1","290996"
"1","3810917"
"1","1823"
"1","608"
"1","1112953"
"1","10935"
"1","111781"
"1","9720"
"1","1215"
"1","3038"
"1","2430"
"1","5468"
"1","608"
"1","313471"
"1","30983"
"1","15188"
"1","54675"
"1","608"
"1","4860"
"1","2430"
"1","1215"
"1","28553"
"1","68648"
"1","17010"
"1","607"
"1","1308564"
"1","1215"
"1","5467"
"1","4252"
"1","1215"
"1","38880"
"1","3037"
"1","1215"
"1","1215"
"1","103275"
"1","57105"
"1","1215"
"1","1822"
"1","1215"
"1","1215"
"1","143369"
"1","15795"
"1","607"
"1","38880"
"1","230849"
"1","52852"
"1","311646"
"1","607"
"1","120892"
"1","607"
"1","12757"
"1","2430"
"1","607"
"1","607"
"1","607"
"1","607"
"1","1215"
"1","391833"
"1","1822"
"1","66824"
"1","3037"
"1","1822"
"1","607"
"1","607"
"1","1215"
"1","218697"
"1","732634"
"1","7897"
"1","607"
"1","5467"
"1","607"
"1","607"
"1","607"
"1","7897"
"1","18225"
"1","2620710"
"1","1088010"
"1","11542"
"1","9112"
"1","1822"
"1","12150"
"1","6075"
"1","1215"
"1","607"
"1","2270173"
"1","1167590"
"1","1958537"
"1","25514"
"1","607"
"1","607"
"1","607"
"1","607"
"1","1215"
"1","607"
"1","2430"
"1","4252"
"1","10327"
"1","607"
"1","607"
"1","1563038"
"1","1141449"
"1","607"
"1","6075"
"1","17009"
"1","2020456"
"1","6075"
"1","607"
"1","13364"
"1","607"
"1","248455"
"1","1215"
"1","17009"
"1","2430"
"1","607"
"1","607"
"1","32196"
"1","607"
"1","607"
"1","3645"
"1","1215"
"1","607"
"1","607"
"1","1822"
"1","3645"
"1","2435343"
"1","12149"
"1","607"
"1","607"
"1","607"
"1","5161671"
"1","6075"
"1","1822"
"1","607"
"1","56494"
"1","47989"
"1","607"
"1","607"
"1","660916"
"1","286718"
"1","72894"
"1","1215"
"1","4860"
"1","607"
"1","57708"
"1","2430"
"1","3645"
"1","1822"
"1","61959"
"1","607"
"1","607"
"1","29157"
"1","3037"
"1","1072141"
"1","607"
"1","607"
"1","3037"
"1","607"
"1","121487"
"1","3037"
"1","607"
"1","4252"
"1","1822"
"1","1215"
"1","3037"
"1","2430"
"1","3037"
"1","258762"
"1","1097620"
"1","607"
"1","607"
"1","24904"
"1","607"
"1","607"
"1","607"
"1","607"
"1","26119"
"1","607"
"1","20036227"
